Air Quality Index,Water Quality Index,Deforestation loss(Mha),Label
417.252,56.302,17.918285,Extremely Bad
426.581,30.506,11.456091,Moderately Good
273.311,10.725,17.825049,Moderately Bad
154.284,91.104,23.52544,Moderately Bad
3.001,63.876,17.786304,Moderately Bad
125.36,65.87,14.986663,Moderately Good
45.632,2.557,22.325911,Moderately Good
340.87,31.275,22.470009,Moderately Bad
265.155,12.956,11.030357,Moderately Good
190.148,4.048,23.924851,Moderately Good
413.196,44.319,18.584103,Moderately Bad
353.246,37.549,21.689198,Moderately Bad
292.462,70.088,13.321399,Moderately Bad
332.688,66.431,21.144511,Extremely Bad
14.359,66.94,20.039296,Moderately Bad
5.117,60.355,12.558682,Moderately Good
465.958,39.277,15.382988,Moderately Bad
278.632,36.741,21.908167,Moderately Bad
313.403,98.943,17.351383,Extremely Bad
299.114,24.467,19.471543,Moderately Bad
362.848,61.637,12.589551,Moderately Bad
175.555,26.477,13.631355,Extremely Good
181.019,9.436,15.660724,Moderately Good
386.928,37.07,10.33436,Moderately Good
363.126,11.176,10.101329,Moderately Good
244.421,97.729,11.531695,Moderately Good
109.096,8.534,20.733384,Moderately Good
177.378,64.524,12.741133,Moderately Good
120.954,56.815,15.803717,Moderately Bad
210.106,16.319,20.466572,Moderately Good
69.618,59.527,13.275036,Moderately Good
24.949,11.632,13.005753,Extremely Good
374.532,77.97,14.198049,Moderately Bad
435.466,25.187,11.93258,Moderately Good
66.021,36.36,18.253505,Moderately Good
355.984,94.797,23.383602,Extremely Bad
405.44,49.735,24.297581,Moderately Bad
49.33,76.055,10.956054,Moderately Good
263.136,89.314,14.276262,Moderately Bad
366.498,96.578,19.456646,Extremely Bad
146.779,41.675,17.409088,Moderately Good
318.848,60.621,24.215168,Extremely Bad
46.446,30.612,17.249239,Moderately Good
279.315,97.714,14.391099,Moderately Bad
136.953,39.38,19.061033,Moderately Good
50.843,19.362,20.762918,Moderately Good
213.716,75.765,12.803121,Moderately Good
351.451,40.567,10.865127,Moderately Good
228.224,33.814,18.246135,Moderately Good
342.652,90.75,22.262026,Extremely Bad
248.431,6.85,21.04453,Moderately Good
157.35,2.87,24.701458,Moderately Good
374.75,95.673,24.359374,Extremely Bad
16.047,75.536,24.556477,Moderately Bad
222.341,42.39,19.886107,Moderately Good
115.765,17.278,17.839062,Moderately Good
467.475,43.731,19.260467,Moderately Bad
202.295,8.981,17.824156,Moderately Good
71.063,39.84,12.068189,Extremely Good
75.088,91.31,19.463551,Moderately Bad
451.746,60.546,24.342366,Extremely Bad
212.216,35.974,15.566785,Moderately Good
197.358,22.302,13.404469,Extremely Good
115.457,31.673,12.629339,Extremely Good
145.782,19.341,18.022389,Moderately Good
70.706,58.681,19.976801,Moderately Bad
432.191,74.992,16.760335,Extremely Bad
348.237,93.68,11.5806,Moderately Bad
440.805,99.84,17.348614,Extremely Bad
203.16,62.218,18.18538,Moderately Bad
195.112,80.186,24.122315,Moderately Bad
133.99,51.578,16.328185,Moderately Bad
148.964,44.741,22.748531,Moderately Good
297.9,79.589,22.817828,Extremely Bad
11.731,29.108,16.298509,Moderately Good
261.792,55.364,20.377662,Extremely Bad
258.605,72.297,20.873453,Extremely Bad
397.726,35.874,14.124166,Moderately Good
349.514,70.046,16.610905,Extremely Bad
87.614,18.548,17.769665,Moderately Good
399.972,53.564,14.409701,Moderately Bad
458.567,13.202,23.456325,Moderately Bad
29.69,91.85,17.950036,Moderately Bad
24.498,10.733,16.870875,Moderately Good
84.506,32.9,19.070188,Moderately Good
383.887,38.843,22.849059,Moderately Bad
346.571,48.299,10.185881,Moderately Good
359.722,54.985,18.397863,Extremely Bad
323.535,19.206,22.519086,Moderately Bad
292.279,8.08,17.810661,Moderately Bad
493.542,85.864,21.340657,Extremely Bad
204.69,75.983,16.083532,Moderately Bad
163.123,7.642,21.173581,Moderately Good
249.592,50.715,17.970045,Moderately Bad
288.194,61.28,23.124574,Extremely Bad
203.552,46.072,21.927082,Moderately Good
403.818,49.74,19.112101,Moderately Bad
387.033,4.015,19.056012,Moderately Bad
217.467,86.368,20.846547,Moderately Bad
145.917,2.014,16.80663,Moderately Good
462.533,31.002,11.415135,Moderately Good
195.38,76.105,20.094732,Moderately Bad
0.017,60.261,20.351092,Moderately Bad
63.365,58.992,14.741427,Moderately Good
491.322,71.446,18.541298,Extremely Bad
359.223,17.405,20.673894,Moderately Bad
332.883,34.102,10.637102,Moderately Good
10.334,24.678,23.411155,Moderately Good
160.922,56.993,10.675355,Moderately Good
91.099,64.818,21.56032,Moderately Bad
132.777,52.963,11.341769,Moderately Good
105.489,63.972,11.379412,Moderately Good
248.675,63.394,22.66883,Moderately Bad
103.267,80.405,24.161753,Moderately Bad
218.573,81.675,10.959798,Moderately Good
236.148,16.947,10.20643,Extremely Good
166.308,99.492,16.967069,Moderately Bad
84.636,22.888,24.837531,Moderately Good
174.756,2.332,14.914269,Extremely Good
195.779,14.781,13.367717,Extremely Good
85.892,62.163,22.925356,Moderately Bad
46.097,65.67,13.229429,Moderately Good
53.306,77.156,18.849276,Moderately Bad
203.226,92.843,21.298304,Moderately Bad
439.683,95.234,12.699381,Moderately Bad
464.291,68.41,15.368604,Extremely Bad
109.356,52.394,13.36022,Moderately Good
449.706,5.157,22.654756,Moderately Bad
134.992,60.711,15.545175,Moderately Bad
259.808,57.896,17.371177,Extremely Bad
428.331,51.943,15.855535,Extremely Bad
287.42,22.496,22.153107,Moderately Bad
40.071,83.259,10.318128,Moderately Good
456.589,55.898,21.3824,Extremely Bad
283.59,31.567,24.685521,Moderately Bad
184.485,18.067,10.810273,Extremely Good
234.452,37.738,20.976953,Moderately Good
265.535,95.185,23.838552,Extremely Bad
223.964,42.272,14.965167,Extremely Good
25.648,39.347,24.860961,Moderately Good
280.378,5.901,15.356155,Moderately Bad
1.998,11.064,19.705075,Moderately Good
25.607,98.359,18.989931,Moderately Bad
166.518,77.843,23.303415,Moderately Bad
347.611,22.51,17.538063,Moderately Bad
230.513,36.584,14.314763,Extremely Good
68.623,24.869,22.489563,Moderately Good
266.812,80.91,15.389962,Extremely Bad
294.054,46.32,14.225668,Moderately Good
37.131,91.289,24.604269,Moderately Bad
292.457,27.942,20.131502,Moderately Bad
224.866,69.297,14.192683,Moderately Good
37.24,51.516,17.548417,Moderately Bad
269.758,98.421,19.120869,Extremely Bad
129.344,47.496,11.474034,Extremely Good
269.233,79.539,17.497091,Extremely Bad
41.218,42.436,21.380566,Moderately Good
399.78,45.052,17.294901,Moderately Bad
84.799,90.012,22.230478,Moderately Bad
410.583,78.043,11.441142,Moderately Bad
90.691,8.84,13.1639,Extremely Good
420.645,79.861,10.802564,Moderately Bad
403.744,40.622,21.440963,Moderately Bad
175.214,98.887,12.159222,Moderately Good
362.314,60.328,22.54931,Extremely Bad
68.554,55.52,24.929881,Moderately Bad
236.574,76.852,16.556726,Moderately Bad
420.53,14.209,24.515376,Moderately Bad
234.956,33.467,23.983997,Moderately Good
265.009,42.876,14.90096,Moderately Good
298.144,8.514,10.582554,Moderately Good
0.153,88.702,11.9816,Moderately Good
170.385,71.661,22.018847,Moderately Bad
317.144,42.237,23.034122,Moderately Bad
3.09,77.744,16.219028,Moderately Bad
228.046,24.714,13.419647,Extremely Good
102.659,70.119,12.871181,Moderately Good
15.53,82.342,14.997018,Moderately Good
209.394,80.705,23.276098,Moderately Bad
15.661,3.359,12.094805,Extremely Good
441.68,82.517,16.676201,Extremely Bad
92.783,45.248,16.699841,Moderately Good
297.596,10.827,17.564427,Moderately Bad
310.683,96.644,14.966728,Moderately Bad
328.741,31.572,17.816502,Moderately Bad
169.77,61.71,12.117018,Moderately Good
343.951,41.108,23.877545,Moderately Bad
186.885,87.758,23.056457,Moderately Bad
434.077,81.152,18.873358,Extremely Bad
327.228,94.242,16.172855,Extremely Bad
334.893,10.847,10.397324,Moderately Good
457.272,86.007,12.615551,Moderately Bad
353.897,66.574,14.633559,Moderately Bad
406.525,85.912,17.439569,Extremely Bad
66.806,94.263,17.152083,Moderately Bad
140.985,48.278,17.309655,Moderately Good
175.183,82.582,17.63177,Moderately Bad
22.903,12.5,11.281947,Extremely Good
41.5,29.637,10.643933,Extremely Good
69.998,88.289,10.284516,Moderately Good
81.372,69.543,19.108728,Moderately Bad
19.096,98.354,22.496549,Moderately Bad
426.3,5.439,22.219712,Moderately Bad
314.775,68.61,12.975351,Moderately Bad
129.051,87.361,19.314196,Moderately Bad
184.181,95.098,21.444865,Moderately Bad
148.722,6.128,12.947467,Extremely Good
283.856,67.197,16.342697,Extremely Bad
73.795,66.047,16.707925,Moderately Bad
446.788,2.594,17.32021,Moderately Bad
322.411,32.029,22.5564,Moderately Bad
497.776,96.472,20.254013,Extremely Bad
25.066,28.594,12.861159,Extremely Good
22.506,41.366,13.253603,Extremely Good
404.201,56.11,12.634879,Moderately Bad
278.163,26.361,19.222667,Moderately Bad
72.632,26.004,12.262534,Extremely Good
101.14,19.718,15.779576,Moderately Good
40.148,20.728,19.239014,Moderately Good
89.698,8.37,21.773058,Moderately Good
463.755,87.159,18.85444,Extremely Bad
112.199,19.311,24.743575,Moderately Good
19.951,56.156,13.167629,Moderately Good
429.468,96.04,17.252958,Extremely Bad
379.477,5.659,10.052509,Moderately Good
344.301,35.826,20.275228,Moderately Bad
240.069,78.612,19.56797,Moderately Bad
80.845,71.825,19.587442,Moderately Bad
65.456,58.317,21.921422,Moderately Bad
356.516,16.78,24.091006,Moderately Bad
367.854,74.4,23.597555,Extremely Bad
91.92,50.845,15.417048,Moderately Bad
343.373,9.076,12.243498,Moderately Good
166.604,54.572,23.927147,Moderately Bad
83.896,61.515,24.485232,Moderately Bad
412.833,83.569,17.161245,Extremely Bad
244.997,49.343,10.134834,Extremely Good
172.205,70.007,13.834699,Moderately Good
6.099,66.662,14.148357,Moderately Good
390.284,72.499,22.432,Extremely Bad
497.453,37.503,24.469586,Moderately Bad
235.197,24.316,11.740615,Extremely Good
16.663,41.955,13.621705,Extremely Good
259.331,92.318,21.490391,Extremely Bad
239.054,5.208,15.324228,Moderately Good
485.888,5.996,11.879315,Moderately Good
444.231,97.736,13.121469,Moderately Bad
377.93,95.315,19.939073,Extremely Bad
460.63,93.833,21.504731,Extremely Bad
238.812,67.985,22.899505,Moderately Bad
276.783,36.614,24.525892,Moderately Bad
358.488,19.065,13.187013,Moderately Good
26.188,65.847,20.735243,Moderately Bad
11.714,61.772,11.488346,Moderately Good
229.276,71.407,12.489054,Moderately Good
491.291,38.547,16.786539,Moderately Bad
163.036,59.778,18.827246,Moderately Bad
498.241,64.11,14.521959,Moderately Bad
60.041,84.041,12.642192,Moderately Good
412.696,30.723,10.182908,Moderately Good
119.019,74.862,17.911496,Moderately Bad
105.578,58.339,24.815437,Moderately Bad
243.209,67.335,19.683341,Moderately Bad
378.348,29.969,20.729965,Moderately Bad
19.428,6.933,24.076404,Moderately Good
25.39,48.378,20.151521,Moderately Good
330.532,7.853,11.560822,Moderately Good
181.88,65.721,18.555621,Moderately Bad
337.193,48.454,10.027018,Moderately Good
61.632,47.205,12.295447,Extremely Good
193.871,26.76,16.150787,Moderately Good
166.337,40.665,12.280906,Extremely Good
134.706,51.111,24.169202,Moderately Bad
471.288,41.233,21.004329,Moderately Bad
392.939,24.669,22.060736,Moderately Bad
211.539,81.584,24.497732,Moderately Bad
249.036,84.167,20.503306,Moderately Bad
7.308,88.244,21.691603,Moderately Bad
233.792,93.178,14.244459,Moderately Good
345.89,83.15,22.871646,Extremely Bad
39.917,60.818,12.890761,Moderately Good
302.327,6.072,14.780696,Moderately Good
325.185,65.032,17.114086,Extremely Bad
46.136,41.968,14.288742,Extremely Good
478.232,38.733,20.701439,Moderately Bad
286.635,33.574,24.624802,Moderately Bad
312.838,43.831,23.639121,Moderately Bad
240.611,86.238,23.127352,Moderately Bad
346.3,94.086,20.635192,Extremely Bad
261.066,84.107,11.581071,Moderately Bad
102.599,45.139,16.707989,Moderately Good
499.625,85.687,17.912844,Extremely Bad
272.539,20.254,21.93048,Moderately Bad
261.973,55.114,22.153859,Extremely Bad
198.496,15.697,21.684549,Moderately Good
488.243,59.36,24.09801,Extremely Bad
192.978,78.587,13.268749,Moderately Good
424.796,28.1,19.114226,Moderately Bad
71.704,92.522,13.861287,Moderately Good
302.341,58.068,23.663893,Extremely Bad
119.03,54.21,10.770169,Moderately Good
181.143,75.946,15.547948,Moderately Bad
250.576,97.145,21.020544,Extremely Bad
128.704,43.684,24.511571,Moderately Good
471.09,27.95,13.252727,Moderately Good
201.709,86.725,14.59488,Moderately Good
427.221,80.717,19.058949,Extremely Bad
22.898,50.482,22.084815,Moderately Bad
399.006,41.289,12.566652,Moderately Good
122.943,19.477,12.163076,Extremely Good
58.483,77.209,10.663301,Moderately Good
473.323,55.61,12.876501,Moderately Bad
257.463,61.275,20.992379,Extremely Bad
452.979,58.991,17.509028,Extremely Bad
166.653,31.269,20.183523,Moderately Good
68.037,67.686,24.524358,Moderately Bad
301.167,11.39,14.539644,Moderately Good
144.304,94.389,18.903386,Moderately Bad
127.64,58.621,11.635913,Moderately Good
363.071,4.411,17.817046,Moderately Bad
347.158,85.64,23.886682,Extremely Bad
71.297,79.914,11.320578,Moderately Good
111.08,11.319,17.628412,Moderately Good
365.767,76.296,14.988501,Moderately Bad
179.121,98.876,24.480367,Moderately Bad
66.009,89.121,20.992895,Moderately Bad
438.761,54.428,11.354612,Moderately Bad
391.137,88.024,13.89656,Moderately Bad
480.339,45.053,13.242497,Moderately Good
230.049,66.743,20.157073,Moderately Bad
79.049,29.438,17.403889,Moderately Good
59.93,17.578,15.269937,Moderately Good
273.079,48.071,12.084595,Moderately Good
343.777,97.956,15.398448,Extremely Bad
371.773,82.275,17.42981,Extremely Bad
61.628,22.91,23.154884,Moderately Good
461.692,8.47,13.673983,Moderately Good
339.135,4.794,23.865116,Moderately Bad
172.911,31.123,13.692921,Extremely Good
449.679,83.639,20.070287,Extremely Bad
197.225,62.369,10.527894,Moderately Good
191.496,32.789,15.693529,Moderately Good
135.214,82.868,23.498603,Moderately Bad
112.146,70.825,15.214361,Moderately Bad
15.855,31.788,16.394475,Moderately Good
330.595,55.576,18.00563,Extremely Bad
369.425,91.921,18.667092,Extremely Bad
127.383,84.838,18.276479,Moderately Bad
193.564,1.806,10.34747,Extremely Good
376.219,74.298,15.762259,Extremely Bad
259.862,71.0,17.155993,Extremely Bad
93.121,32.664,15.395461,Moderately Good
102.584,15.353,10.168959,Extremely Good
287.16,71.204,15.315341,Extremely Bad
476.901,13.737,15.40712,Moderately Bad
344.135,61.728,10.288609,Moderately Bad
354.45,45.591,17.636215,Moderately Bad
386.095,52.3,14.986184,Moderately Bad
13.91,6.318,24.894666,Moderately Good
197.041,3.944,24.746377,Moderately Good
460.202,74.537,14.560991,Moderately Bad
144.185,88.741,12.663378,Moderately Good
303.941,87.262,12.52356,Moderately Bad
35.068,83.57,23.883374,Moderately Bad
235.738,82.043,20.926266,Moderately Bad
471.502,23.686,16.837988,Moderately Bad
474.324,12.726,20.269023,Moderately Bad
445.343,55.307,20.309796,Extremely Bad
49.806,70.104,10.090605,Moderately Good
357.009,13.806,17.019222,Moderately Bad
119.526,10.341,22.977538,Moderately Good
354.806,38.69,14.22815,Moderately Good
155.352,37.651,20.18925,Moderately Good
400.062,65.802,14.342554,Moderately Bad
163.583,69.312,16.175568,Moderately Bad
258.703,87.743,15.332922,Extremely Bad
275.661,10.039,21.108836,Moderately Bad
323.933,59.783,24.370549,Extremely Bad
293.742,23.855,21.92083,Moderately Bad
472.636,3.539,11.526693,Moderately Good
469.366,96.1,12.20103,Moderately Bad
496.014,66.037,18.185494,Extremely Bad
118.247,35.911,15.109355,Moderately Good
83.17,27.035,10.044371,Extremely Good
451.896,21.396,10.134652,Moderately Good
422.222,93.449,13.272784,Moderately Bad
14.937,71.755,17.871364,Moderately Bad
56.118,54.636,11.878085,Moderately Good
101.921,55.376,16.027074,Moderately Bad
266.706,34.425,22.088452,Moderately Bad
225.878,48.584,21.488069,Moderately Good
83.383,8.846,10.084655,Extremely Good
398.022,1.527,16.612936,Moderately Bad
86.402,68.245,20.76807,Moderately Bad
275.275,43.732,15.044388,Moderately Bad
33.493,87.38,19.528617,Moderately Bad
282.977,19.993,20.471686,Moderately Bad
135.005,13.551,21.734271,Moderately Good
475.873,87.778,15.135271,Extremely Bad
171.891,29.054,23.89415,Moderately Good
164.955,23.868,24.429883,Moderately Good
123.68,38.851,16.177074,Moderately Good
29.792,35.785,21.808949,Moderately Good
99.905,77.038,24.56424,Moderately Bad
247.847,30.148,15.19672,Moderately Good
138.058,72.787,11.573103,Moderately Good
130.407,35.101,22.676188,Moderately Good
37.192,36.165,18.684827,Moderately Good
133.822,3.965,19.721854,Moderately Good
490.854,49.974,11.341227,Moderately Good
332.374,7.951,10.622435,Moderately Good
209.661,9.323,22.411252,Moderately Good
499.013,11.758,12.54419,Moderately Good
485.975,69.914,22.564963,Extremely Bad
279.41,85.252,17.717054,Extremely Bad
172.094,0.269,22.068277,Moderately Good
275.326,99.355,11.981556,Moderately Bad
455.18,61.98,14.703785,Moderately Bad
144.001,15.16,21.877929,Moderately Good
271.284,94.815,10.983212,Moderately Bad
291.28,58.013,19.703226,Extremely Bad
20.905,85.045,16.434314,Moderately Bad
238.425,92.97,17.479009,Moderately Bad
43.362,25.179,23.14147,Moderately Good
273.705,60.514,19.176432,Extremely Bad
59.15,2.837,20.931413,Moderately Good
171.327,7.261,12.207214,Extremely Good
440.832,7.788,13.629142,Moderately Good
147.883,73.904,20.522415,Moderately Bad
119.189,39.444,23.026885,Moderately Good
101.825,21.046,22.029558,Moderately Good
80.992,14.09,23.632306,Moderately Good
111.353,87.646,17.28799,Moderately Bad
232.735,4.921,13.34469,Extremely Good
476.602,74.336,23.234527,Extremely Bad
419.908,56.71,12.705661,Moderately Bad
45.738,47.642,24.111247,Moderately Good
267.631,71.479,19.474778,Extremely Bad
231.284,1.198,15.468823,Moderately Good
62.727,29.189,13.198461,Extremely Good
376.563,90.935,11.579871,Moderately Bad
256.516,52.347,23.538652,Extremely Bad
87.711,73.08,24.776956,Moderately Bad
185.75,3.118,11.025597,Extremely Good
9.804,17.702,14.371849,Extremely Good
283.544,79.911,16.108273,Extremely Bad
466.573,34.002,18.082428,Moderately Bad
295.408,40.795,17.741928,Moderately Bad
336.521,51.227,15.988501,Extremely Bad
52.296,20.381,14.982903,Extremely Good
182.104,27.903,17.259992,Moderately Good
297.054,97.231,18.098802,Extremely Bad
133.842,79.822,17.786763,Moderately Bad
419.668,51.56,23.111322,Extremely Bad
236.34,51.842,18.089553,Moderately Bad
286.704,18.242,18.991906,Moderately Bad
321.015,93.658,19.694572,Extremely Bad
157.005,95.364,16.498239,Moderately Bad
312.019,67.856,20.263223,Extremely Bad
435.756,79.948,20.602506,Extremely Bad
225.713,1.35,10.077994,Extremely Good
416.049,10.506,11.416301,Moderately Good
237.015,26.126,15.408416,Moderately Good
490.059,33.429,23.949736,Moderately Bad
354.689,98.749,17.818312,Extremely Bad
396.197,7.222,15.004839,Moderately Bad
33.905,58.364,23.912563,Moderately Bad
436.165,38.76,21.316243,Moderately Bad
61.319,43.17,11.685988,Extremely Good
355.252,16.382,20.81918,Moderately Bad
320.052,61.795,16.509935,Extremely Bad
216.469,58.938,24.902773,Moderately Bad
243.563,46.202,22.368922,Moderately Good
176.7,68.602,22.766651,Moderately Bad
347.633,65.767,14.838901,Moderately Bad
224.651,74.384,22.963205,Moderately Bad
451.134,13.0,14.864333,Moderately Good
309.722,18.499,13.702979,Moderately Good
476.114,67.507,17.963861,Extremely Bad
434.22,92.157,14.359104,Moderately Bad
447.689,32.465,19.148684,Moderately Bad
259.923,57.218,19.030091,Extremely Bad
101.716,97.889,21.402277,Moderately Bad
373.955,44.884,15.880118,Moderately Bad
413.256,30.285,19.153064,Moderately Bad
360.052,81.035,19.870033,Extremely Bad
332.424,87.401,24.156953,Extremely Bad
67.27,17.092,24.968316,Moderately Good
337.617,44.63,12.220258,Moderately Good
85.541,91.325,18.048031,Moderately Bad
203.01,64.071,19.486756,Moderately Bad
35.728,61.471,22.308719,Moderately Bad
370.118,92.319,10.275808,Moderately Bad
442.576,29.202,11.969406,Moderately Good
402.202,7.761,15.485252,Moderately Bad
15.296,38.08,12.877129,Extremely Good
48.185,56.178,23.598879,Moderately Bad
223.694,41.768,14.513848,Extremely Good
368.606,52.446,13.165192,Moderately Bad
412.777,75.636,19.940417,Extremely Bad
132.851,28.362,18.233775,Moderately Good
225.697,4.581,16.531195,Moderately Good
336.365,99.744,23.389441,Extremely Bad
315.05,46.957,21.222571,Moderately Bad
240.705,40.003,11.250686,Extremely Good
230.654,1.331,23.7046,Moderately Good
347.164,4.902,13.972876,Moderately Good
16.151,28.883,23.258071,Moderately Good
490.517,66.524,19.669673,Extremely Bad
396.229,6.948,11.718884,Moderately Good
46.688,63.186,13.806181,Moderately Good
89.927,31.744,23.151433,Moderately Good
426.972,8.021,21.682452,Moderately Bad
475.309,50.275,18.071046,Extremely Bad
52.042,69.141,19.040429,Moderately Bad
109.168,92.256,15.6233,Moderately Bad
219.736,12.216,13.929442,Extremely Good
374.612,30.867,10.07888,Moderately Good
419.298,10.876,11.700098,Moderately Good
461.199,91.457,17.393834,Extremely Bad
157.801,28.122,15.733413,Moderately Good
493.073,43.537,24.193298,Moderately Bad
437.173,50.624,19.77343,Extremely Bad
66.192,86.433,20.872613,Moderately Bad
162.916,78.386,19.525637,Moderately Bad
444.95,92.458,16.996629,Extremely Bad
89.106,54.885,16.583679,Moderately Bad
146.584,78.753,19.310909,Moderately Bad
325.518,63.031,23.972979,Extremely Bad
466.875,95.165,13.427456,Moderately Bad
370.219,48.731,22.042317,Moderately Bad
453.496,10.346,12.522859,Moderately Good
216.955,69.011,16.542561,Moderately Bad
454.443,13.781,24.977904,Moderately Bad
449.291,43.56,11.172642,Moderately Good
290.891,82.023,22.823469,Extremely Bad
28.2,15.717,23.276796,Moderately Good
345.527,92.319,12.689903,Moderately Bad
363.006,92.415,21.024731,Extremely Bad
111.248,87.76,13.282185,Moderately Good
65.217,38.022,24.117865,Moderately Good
357.931,57.832,12.229698,Moderately Bad
425.489,15.38,24.865284,Moderately Bad
466.474,59.177,21.473345,Extremely Bad
107.857,94.886,12.4265,Moderately Good
343.035,47.164,18.431129,Moderately Bad
190.977,24.926,24.215744,Moderately Good
410.922,93.993,16.662493,Extremely Bad
113.486,38.161,16.425461,Moderately Good
473.95,52.317,11.953502,Moderately Bad
491.854,65.15,20.348108,Extremely Bad
258.068,9.34,11.403559,Moderately Good
486.49,34.435,18.480342,Moderately Bad
485.246,20.233,12.841058,Moderately Good
407.105,16.002,24.17387,Moderately Bad
359.111,48.06,11.289357,Moderately Good
322.64,91.965,18.432949,Extremely Bad
157.739,44.569,14.375125,Extremely Good
165.26,76.076,16.932394,Moderately Bad
29.268,68.02,14.65655,Moderately Good
294.04,90.108,20.609075,Extremely Bad
410.156,49.441,24.191701,Moderately Bad
278.146,48.685,17.145735,Moderately Bad
346.57,69.987,11.13493,Moderately Bad
290.924,28.884,14.216059,Moderately Good
331.138,7.436,23.03015,Moderately Bad
168.722,12.677,15.74654,Moderately Good
496.481,96.39,22.779673,Extremely Bad
225.322,27.582,13.3779,Extremely Good
269.924,69.977,16.714446,Extremely Bad
88.901,58.252,16.090502,Moderately Bad
169.672,96.102,13.492279,Moderately Good
430.165,60.306,22.174073,Extremely Bad
267.752,85.094,10.630847,Moderately Bad
174.633,82.313,11.114571,Moderately Good
6.95,68.45,24.052236,Moderately Bad
66.784,43.626,22.966328,Moderately Good
476.553,24.716,15.899859,Moderately Bad
72.552,40.3,17.207706,Moderately Good
173.915,8.229,14.576406,Extremely Good
51.372,33.662,10.845926,Extremely Good
266.649,40.565,24.249683,Moderately Bad
107.728,45.933,19.402266,Moderately Good
321.512,67.276,21.366797,Extremely Bad
123.882,23.164,19.762488,Moderately Good
397.167,90.114,20.549386,Extremely Bad
306.936,76.745,10.337991,Moderately Bad
397.871,11.088,18.981542,Moderately Bad
288.762,9.265,11.320869,Moderately Good
458.705,35.039,12.452396,Moderately Good
301.169,23.684,10.027965,Moderately Good
198.932,25.216,20.056278,Moderately Good
498.038,75.4,10.793243,Moderately Bad
466.501,63.77,16.553209,Extremely Bad
92.796,23.59,12.281835,Extremely Good
402.866,39.186,21.671377,Moderately Bad
407.447,67.8,20.836855,Extremely Bad
442.877,47.559,12.122559,Moderately Good
268.223,77.543,12.52174,Moderately Bad
216.34,80.971,11.387513,Moderately Good
141.937,25.985,19.92313,Moderately Good
413.076,44.772,13.020508,Moderately Good
248.454,1.159,12.800914,Extremely Good
252.942,90.961,21.964986,Extremely Bad
17.95,83.298,16.140274,Moderately Bad
259.122,68.682,14.044331,Moderately Bad
140.833,63.704,16.099253,Moderately Bad
202.462,49.544,19.240177,Moderately Good
192.114,30.563,14.998251,Extremely Good
147.82,39.195,15.160289,Moderately Good
476.965,15.965,14.026888,Moderately Good
400.879,42.541,24.506859,Moderately Bad
35.7,84.737,16.863354,Moderately Bad
402.917,3.927,22.831596,Moderately Bad
272.653,88.95,22.392644,Extremely Bad
9.821,49.225,11.89815,Extremely Good
299.117,8.407,22.986868,Moderately Bad
166.224,38.932,19.813451,Moderately Good
139.082,10.543,19.327134,Moderately Good
115.508,11.404,14.778192,Extremely Good
8.617,24.293,10.534148,Extremely Good
456.374,65.276,24.16657,Extremely Bad
242.286,14.53,15.580809,Moderately Good
60.65,41.476,12.774513,Extremely Good
159.236,24.844,17.83514,Moderately Good
29.953,1.557,17.654529,Moderately Good
65.664,48.46,11.123473,Extremely Good
365.245,88.267,12.228197,Moderately Bad
17.64,78.313,18.806604,Moderately Bad
329.739,96.597,23.198277,Extremely Bad
465.644,36.576,18.88795,Moderately Bad
332.586,75.03,22.486556,Extremely Bad
41.384,50.517,11.462051,Moderately Good
191.545,92.918,17.2105,Moderately Bad
240.943,34.327,16.418153,Moderately Good
246.18,17.003,13.884602,Extremely Good
23.943,25.87,10.767747,Extremely Good
479.395,84.373,17.302045,Extremely Bad
299.471,93.547,13.376211,Moderately Bad
498.397,98.768,21.275555,Extremely Bad
315.672,96.952,13.034377,Moderately Bad
411.156,89.523,19.578669,Extremely Bad
154.008,45.616,24.518617,Moderately Good
40.143,40.942,18.130995,Moderately Good
167.047,1.486,13.732925,Extremely Good
48.612,15.352,12.916536,Extremely Good
302.352,19.176,23.162297,Moderately Bad
334.364,59.476,11.261551,Moderately Bad
127.226,92.647,22.358616,Moderately Bad
458.684,55.165,16.378466,Extremely Bad
212.557,11.642,10.21363,Extremely Good
48.486,40.438,10.654104,Extremely Good
394.938,3.147,21.606495,Moderately Bad
224.733,88.48,19.246257,Moderately Bad
163.652,95.311,11.923008,Moderately Good
266.335,46.487,14.581605,Moderately Good
367.152,87.485,24.055306,Extremely Bad
326.743,53.917,19.305723,Extremely Bad
388.9,20.137,19.192568,Moderately Bad
19.062,23.745,16.603162,Moderately Good
97.813,82.999,13.965742,Moderately Good
108.373,31.446,17.096863,Moderately Good
239.821,77.851,14.94537,Moderately Good
448.043,69.085,19.877928,Extremely Bad
18.747,6.296,17.250931,Moderately Good
437.961,66.426,11.365568,Moderately Bad
191.462,27.998,24.472513,Moderately Good
192.672,62.766,12.026986,Moderately Good
329.817,14.192,13.741497,Moderately Good
97.263,88.093,10.55531,Moderately Good
271.568,70.487,12.292546,Moderately Bad
485.699,0.118,20.098536,Moderately Bad
189.183,70.464,18.547908,Moderately Bad
449.948,34.692,12.684814,Moderately Good
207.416,58.663,17.104593,Moderately Bad
276.274,45.287,14.180067,Moderately Good
5.045,96.252,21.574572,Moderately Bad
284.78,73.35,12.596273,Moderately Bad
337.405,38.485,13.472514,Moderately Good
